Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
741,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9597050548599791, 0.9597011651601856]"
742,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.874036967854364, 0.8740212347495449]"
742,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8976527453468872, 0.8976360521034709]"
743,Is there a bus in the image?,no,no,no,1.0,Stage 1,No,"[0.9796339870499208, 0.9796315347369802]"
743,Is there a bus in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9840652347611024, 0.9840623021165712]"
744,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9824320674942566, 0.9824283199115784]"
744,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9877915979431702, 0.9877888897014532]"
745,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9938836694763732, 0.9938815369327711]"
745,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9896496535347534, 0.9896482379285332]"
746,Is there a knife in the image?,yes,yes,no,0.0,Stage 1,No,"[0.855764389138086, 0.8557617368319762]"
746,Is there a knife in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5038434268044067, 0.5038429463522555]"
747,Is there a dining table in the image?,no,no,no,1.0,Stage 1,Yes,"[0.5850356222199036, 0.5850331813195762]"
747,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6687982083366943, 0.6687970124991851]"
748,Is there a vase in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5812352300690247, 0.581234052220288]"
748,Is there a vase in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.971099853615625, 0.9710970753737678]"
749,Is there a potted plant in the image?,no,no,no,1.0,Stage 1,No,"[0.8917475939796997, 0.8917469562412916]"
749,Is there a potted plant in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6260542870567871, 0.6260539139619586]"
750,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9913759828613832, 0.9913644012003144]"
750,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7744476796196533, 0.774442232736995]"
751,Is there a sink in the image?,no,no,no,1.0,Stage 1,No,"[0.9808496833847596, 0.9808479295869358]"
751,Is there a sink in the image?,no,no,no,1.0,Stage 2,['No'],"[0.975155234436853, 0.9751544208014296]"
752,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9111276866005492, 0.911122364562336]"
752,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9045971633003784, 0.9045923107535055]"
753,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9673665166901184, 0.9673653635961031]"
753,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7825652361916138, 0.7825646765355954]"
754,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7121431828545166, 0.7121369007635974]"
754,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9333301187561583, 0.933326113431158]"
755,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9899585844086244, 0.9899533919682008]"
755,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9889793396996094, 0.9889759208282978]"
756,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.9769884944962096, 0.976986514670135]"
756,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9183895588921144, 0.9183882452171512]"
757,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.6925700307892395, 0.6925661505017738]"
757,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.945745051007135, 0.9457414433706496]"
758,Is there a train in the image?,yes,yes,no,0.0,Stage 1,No,"[0.955254852871759, 0.9552466539491152]"
758,Is there a train in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8886833191917969, 0.8886789757690734]"
759,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9859055281685424, 0.9859037653306694]"
759,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9833015204475952, 0.9832994106097632]"
760,Is there a stop sign in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9743652940796448, 0.974341250424426]"
760,Is there a stop sign in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9714898468063904, 0.9714877623124794]"
761,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9532235861824584, 0.953221768148077]"
761,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9184026719139649, 0.9184015771845048]"
762,Is there a toaster in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9018502832459044, 0.9018470580681432]"
762,Is there a toaster in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6405400038765503, 0.640537178682809]"
763,Is there a tv in the image?,no,no,no,1.0,Stage 1,No,"[0.9524939061211182, 0.9524926572090272]"
763,Is there a tv in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9875246287392212, 0.9875234516168796]"
764,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.995229959587915, 0.9952281800775916]"
764,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9954458476112916, 0.9954428810510292]"
765,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9888057709740234, 0.988802706327234]"
765,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.990251898865564, 0.9902488297367305]"
766,Is there a microwave in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8174973131226135, 0.8174924405406679]"
766,Is there a microwave in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.743075430493219, 0.7430728617041962]"
767,Is there a bottle in the image?,no,no,no,1.0,Stage 1,No,"[0.9838077426956726, 0.9838057490506784]"
767,Is there a bottle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9854558111237122, 0.9854544015164122]"
768,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9776835442589356, 0.977673637695043]"
768,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9719579816864564, 0.971945584076662]"
769,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9715113640831544, 0.9715069632794844]"
769,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9811238647507264, 0.9811215256672612]"
770,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9642765523003174, 0.9642673563389268]"
770,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9240885377930236, 0.9240826994087148]"
771,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.912343204121454, 0.9123427691735474]"
771,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6583126188324524, 0.6583123834673449]"
772,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.7184940577553345, 0.7184928587108574]"
772,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.554392397503717, 0.5543903488087173]"
773,Is there a bottle in the image?,no,no,no,1.0,Stage 1,No,"[0.9840498567627504, 0.9840468068561632]"
773,Is there a bottle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9692575336502623, 0.9692558005796584]"
774,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7930266858147217, 0.7930215809420426]"
774,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9518082738922669, 0.9518012391953844]"
775,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9929591418312622, 0.9929520397333272]"
775,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9751393796013428, 0.9751205478998866]"
776,Is there a potted plant in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9936819077538086, 0.9936729051884928]"
776,Is there a potted plant in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9938661457108092, 0.993856786042102]"
777,Is there a vase in the image?,no,no,no,1.0,Stage 1,No,"[0.9578418136643004, 0.9578401010054532]"
777,Is there a vase in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9440836311386658, 0.944082055623529]"
778,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8458417058991028, 0.8458391851789662]"
778,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.712113082508905, 0.712110535865277]"
779,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.91481214771734, 0.914810402943122]"
779,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7825309635208679, 0.7825296576096781]"
780,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9932838679359984, 0.9932732112555472]"
780,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.991781771283014, 0.9917777515757804]"
781,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9353054762886596, 0.93530380392567]"
781,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9424567819641664, 0.9424558832615848]"
782,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5505167246864868, 0.5505028118795198]"
782,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8576696516083313, 0.8576636194048979]"
783,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9956514240311218, 0.9956507119852936]"
783,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9950711728142334, 0.9950704611833752]"
784,Is there a frisbee in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.9889862538384032, 0.9889787085709856]"
784,Is there a frisbee in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5849987865494324, 0.5849969734383992]"
785,Is there an orange in the imange?,no,no,no,1.0,Stage 1,No,"[0.6149862409638001, 0.6149714319865792]"
785,Is there an orange in the imange?,no,no,no,1.0,Stage 2,['No'],"[0.8103082777069641, 0.8103041241482085]"
786,Is there a clock in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8823321462677551, 0.8823294116190925]"
786,Is there a clock in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.894684374432428, 0.8946808549171711]"
787,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9988744855927064, 0.9988719851151204]"
787,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9984857440994812, 0.9984813401346112]"
788,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9172077776001526, 0.91719859315812]"
788,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9652630687759948, 0.9652540935431978]"
789,Is there a book in the image?,no,no,no,1.0,Stage 1,No,"[0.9614694119499756, 0.9614672343404976]"
789,Is there a book in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9637208581970764, 0.9637181010659566]"
790,Is there a remote in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5389090181397034, 0.5389035575418936]"
790,Is there a remote in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6001008750008179, 0.6000928628497436]"
791,Is there a tv in the image?,no,no,yes,0.0,Stage 1,Yes,"[0.6441342235611511, 0.6441177912539671]"
791,Is there a tv in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.7904066444443298, 0.7903838423602517]"
792,Is there a bottle in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9503355623291564, 0.9503336365141272]"
792,Is there a bottle in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9333416820572448, 0.933339901942598]"
793,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9940627218292786, 0.9940520567927096]"
793,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.992630124192102, 0.9926234977703792]"
794,Is there a cat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.998128354649408, 0.9981178839660816]"
794,Is there a cat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9571978450821472, 0.9571925962616136]"
795,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.995154857735498, 0.9951537901496812]"
795,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.99610435972677, 0.9961036473570222]"
796,Is there a toilet in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9899337888763976, 0.9899159695705364]"
796,Is there a toilet in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9779937268303468, 0.977981718576598]"
797,Is there a sink in the image?,no,no,no,1.0,Stage 1,No,"[0.9415690303848816, 0.9415672345786356]"
797,Is there a sink in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9085195661591126, 0.908518049994356]"
798,Is there a fire hydrant in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9735904336975648, 0.9735795240586758]"
798,Is there a fire hydrant in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9880921841667724, 0.988087826044192]"
799,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9963886738823486, 0.9963864171850548]"
799,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9964439273880554, 0.996441432994874]"
800,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8990772367523743, 0.8990725209945016]"
800,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.98932147036062, 0.9893160453893098]"
801,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.6958935857819153, 0.6958923414968052]"
801,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8917453290031983, 0.89174394713612]"
802,Is there a stop sign in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.4999336005257202, 0.4999283560635316]"
802,Is there a stop sign in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8807256818817688, 0.8806885152681209]"
803,Is there a traffic light in the image?,no,no,no,1.0,Stage 1,No,"[0.8103986979530884, 0.8103964760719085]"
803,Is there a traffic light in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8499047757195068, 0.8499010270923508]"
804,Is there a tv in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9928505421684816, 0.9928466364865104]"
804,Is there a tv in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9861254097031188, 0.9861232938061604]"
805,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.940725028614862, 0.9407244679931228]"
805,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8739929796265198, 0.873992354585426]"
806,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9343529940651488, 0.9343475363643102]"
806,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8855794669197632, 0.8855720771573847]"
807,Is there a car in the image?,no,no,yes,0.0,Stage 1,Yes,"[0.6722468138741089, 0.6722440892471208]"
807,Is there a car in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6512582899139954, 0.6512572030745885]"
808,Is there a remote in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.6548018456505371, 0.6548002064882982]"
808,Is there a remote in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9085548521088196, 0.9085513863379652]"
809,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.8947293163345886, 0.8947282498236002]"
809,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9371649027870728, 0.9371642325682156]"
810,Is there a boat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8332081438110901, 0.8332026809561129]"
810,Is there a boat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9407199622200562, 0.9407172708927276]"
811,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9747477770851684, 0.9747383650644534]"
811,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.957189440827234, 0.9571832792057996]"
812,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9503612519310548, 0.9503508291722422]"
812,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8417502046631409, 0.8417456892473414]"
813,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9342883826302124, 0.9342858210789916]"
813,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9683032036827636, 0.9683019340414872]"
814,Is there a cat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9867536426590516, 0.9867385860920368]"
814,Is there a cat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9510898591087892, 0.9510803353892002]"
815,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9135608674095704, 0.9135602140712746]"
815,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9045579434441162, 0.9045577278711524]"
816,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9766076804207398, 0.9765934771920548]"
816,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9915071130798888, 0.9915020307141228]"
817,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9825116992996764, 0.982509591156538]"
817,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9636901022003724, 0.9636890683694296]"
818,Is there a broccoli in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6991010905312134, 0.6990992571355483]"
818,Is there a broccoli in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8806694150971008, 0.8806675254736124]"
819,Is there a bowl in the image?,no,no,no,1.0,Stage 1,No,"[0.9171977640198304, 0.9171971080805872]"
819,Is there a bowl in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7717005611466004, 0.7717001012543923]"
820,Is there a handbag in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8807203770683838, 0.8807180673753461]"
820,Is there a handbag in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7980828882263733, 0.7980816515005582]"
821,Is there a backpack in the image?,no,no,no,1.0,Stage 1,No,"[0.8722714186714722, 0.8722695470672892]"
821,Is there a backpack in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7605477572487427, 0.7605468506812193]"
822,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8375527859734131, 0.8375524865249506]"
822,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7577178479240967, 0.7577169447298051]"
823,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9942479134605956, 0.9942473209420836]"
823,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9949140549706056, 0.9949135806581064]"
824,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.972373068432672, 0.9723705183800508]"
824,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9873419405029846, 0.9873395865950934]"
825,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9867408872650696, 0.9867387700475012]"
825,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9842889905975892, 0.9842879346684964]"
826,Is there a sports ball in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9333522916840148, 0.933350177756342]"
826,Is there a sports ball in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9333401323364808, 0.9333382409619752]"
827,Is there a baseball glove in the image?,no,no,no,1.0,Stage 1,No,"[0.9780183435486388, 0.9780174109354656]"
827,Is there a baseball glove in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9914003611610962, 0.99139965215544]"
828,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5194855929421021, 0.5194837351687966]"
828,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9293925763176514, 0.9293872583836112]"
829,Is there a truck in the image?,no,no,yes,0.0,Stage 1,No,"[0.5311709643410278, 0.5311700145864456]"
829,Is there a truck in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.8932557107018066, 0.8932509189940926]"
830,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9789884091423584, 0.9789857250364644]"
830,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9873176218079164, 0.9873155033528674]"
